transaction_id,account_id,amount,date,name,merchant_name,category,pending,payment_channel,transaction_type,location,created_at,updated_at
8MvMNkXnZzHr97Z1dQDahK6aWnnyBvSW3qnLM,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-10-25,KFC,KFC,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416613,2025-11-20 22:41:26.181039
gnNnE5qR71iNAjG7e1ogCZLw6nnBpmFE8WonK,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,500.00,2025-10-25,Madison Bicycle Shop,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416663,2025-11-20 22:41:26.181066
Db4bg5XlBQfbeoXz5aGRI161DzZ19lH7JDa6E,gnNnE5qR71iNAjG7e1ogCZLrv9GGEbiE8AjkL,25.00,2025-10-16,CREDIT CARD 3333 PAYMENT *//,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416722,2025-11-20 22:41:26.181094
NzMzl5X4PWczx9ny5gdmFydy5mByV4HoQdmP3,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,5.40,2025-10-16,Uber 063015 SF**POOL**,Uber,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416775,2025-11-20 22:41:26.181121
x4R4a7MNKzuzJbx8PQDAFXPXWkoXGDCkejVvy,Wjpja5n1krt6QZJV5ep3swLo7VKKDdC6Zeoav,5850.00,2025-10-15,ACH Electronic CreditGUSTO PAY 123456,,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416847,2025-11-20 22:41:26.181148
k9p9nqBVAgCMxVGP1ba7TLqLAKpLg4iqondNa,8MvMNkXnZzHr97Z1dQDahK619kbbleiW3DvEK,1000.00,2025-10-15,CD DEPOSIT .INITIAL.,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.416902,2025-11-20 22:41:26.181175
nlblyzdqAWu84LWaKBpVF7A7JkZ7gpTZQRWvR,Emnm85Xq3ZCGABJ15Z6psgnG1maaVwU4xWZdE,78.50,2025-10-14,Touchstone Climbing,,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.41699,2025-11-20 22:41:26.181201
P3j3K5VP7GF3a6eW5rR8TNJN5G6NLPF8AaZpe,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,-500.00,2025-10-14,United Airlines,United Airlines,,f,in store,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417045,2025-11-20 22:41:26.181247
jykyGlzD7oC7eQdwA3WJHwXwmqawJWixadqrM,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,12.00,2025-10-13,McDonald's,McDonald's,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": ""3322""}",2025-11-20 19:28:26.417101,2025-11-20 22:41:26.181277
7ZLZ4EkGXrCAgK5DENJWI7N785q73xT6xPL7Q,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,4.33,2025-10-13,Starbucks,Starbucks,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417157,2025-11-20 22:41:26.181304
eAyAg5n9wZIPJNnZjbEKuKAKqNJKVXhJmQ1oQ,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,89.40,2025-10-12,SparkFun,FUN,,f,in store,place,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.417213,2025-11-20 22:41:26.181332
VPwPd5JMqKcPe3wV5Nr9uznz8o4zgMioE1PKn,gnNnE5qR71iNAjG7e1ogCZLrv9GGEbiE8AjkL,-4.22,2025-10-11,INTRST PYMNT,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.41727,2025-11-20 22:41:26.181359
ZQpQP5RoB3IQvlE6KJBMUKn3bzzZJgSeq43Vk,gnNnE5qR71iNAjG7e1ogCZLrv9GGEbiE8AjkL,25.00,2025-11-15,CREDIT CARD 3333 PAYMENT *//,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.415752,2025-11-20 22:41:26.180439
NzMzl5X4PWczx9ny5gdmFydeDppGw4iy693m7,oqWqlBaKyAckmpLgrJNMIBWD8MjjJrioq64wo,5.40,2025-11-15,Uber 063015 SF**POOL**,Uber,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.41583,2025-11-20 22:41:26.180494
Wjpja5n1krt6QZJV5ep3swLR5GGbZ1h6ZgR1D,Wjpja5n1krt6QZJV5ep3swLo7VKKDdC6Zeoav,5850.00,2025-11-14,ACH Electronic CreditGUSTO PAY 123456,,,f,online,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.41591,2025-11-20 22:41:26.180559
1NLNz18oWnioL5lEqPxnHpn8BWWwLrCpjBzln,8MvMNkXnZzHr97Z1dQDahK619kbbleiW3DvEK,1000.00,2025-11-14,CD DEPOSIT .INITIAL.,,,f,other,special,"{""lat"": null, ""lon"": null, ""city"": null, ""region"": null, ""address"": null, ""country"": null, ""postal_code"": null, ""store_number"": null}",2025-11-20 19:28:26.415996,2025-11-20 22:41:26.18062
